"sid","uzivatel_sid","verejny_cinnitel_sid","str_strana","str_funkcia_strana","str_funkcne_obdobie_od","str_funkcne_obdobie_do","poznamky","str_nazov"
447,72,535,"SaS","člen",2009,"","","Sloboda a Solidarita"
448,297,323,"SaS","","","",NULL,"Sloboda a Solidarita"
449,266,292,"SaS","sympatizant",2009,"",NULL,"Sloboda a Solidarita"
450,266,536,"Nečlen","","","","","Nie som členom žiadnej strany"
451,266,537,"Nečlen","","","","","Nie som členom žiadnej strany"
452,297,538,"SaS","","","","","Sloboda a Solidarita"
453,266,539,"SaS","sympatizant",2009,"","","Sloboda a Solidarita"
454,118,145,"SaS","zakladajúci člen","","",NULL,"Sloboda a Solidarita"
455,118,540,"SaS","zakladajúci člen","","","","Sloboda a Solidarita"
456,62,541,"SZ","členka predsedníctva",2007,"","","Strana zelených"
457,267,293,"SaS","","","",NULL,"Sloboda a Solidarita"
458,252,278,"Nečlen","","","",NULL,"Nie som členom žiadnej strany"
509,195,221,"SP","",2009,2009,NULL,"Strana práce"
508,131,570,"SaS","člen",2009,"","","Sloboda a Solidarita"
506,131,569,"SaS","člen",2009,"","","Sloboda a Solidarita"
465,85,112,"SaS","člen",2009,"",NULL,"Sloboda a Solidarita"
467,85,545,"SaS","člen",2009,"","","Sloboda a Solidarita"
468,85,546,"SaS","člen",2009,"","","Sloboda a Solidarita"
469,235,261,"SaS","Obvodný zástupca",2009,2009,NULL,"Sloboda a Solidarita"
470,235,547,"SaS","Obvodný zástupca",2009,2009,"","Sloboda a Solidarita"
471,99,548,"SaS","zakladajúci člen strany",2009,"","","Sloboda a Solidarita"
472,99,549,"SaS","zakladajúci člen strany",2009,"","","Sloboda a Solidarita"
